"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 24 04:44:33 GMT 2025","Fri Oct 24 04:44:50 GMT 2025","17343","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:43 GMT 2025","25920","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Fri Oct 24 04:44:39 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","2116","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [9] kate1998, Ab123456, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:41 GMT 2025","24138","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyToNonExistentAccountTest","userCannotTransferMoneyToNonExistentAccountTest()",""
"passed","Fri Oct 24 04:44:18 GMT 2025","Fri Oct 24 04:44:31 GMT 2025","12412","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Fri Oct 24 04:44:30 GMT 2025","Fri Oct 24 04:44:50 GMT 2025","19566","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
"passed","Fri Oct 24 04:44:31 GMT 2025","Fri Oct 24 04:44:35 GMT 2025","3996","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Fri Oct 24 04:44:34 GMT 2025","Fri Oct 24 04:44:47 GMT 2025","13551","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:31 GMT 2025","13791","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Fri Oct 24 04:44:17 GMT 2025","Fri Oct 24 04:44:28 GMT 2025","10703","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotExceedDepositLimitTest","userCannotExceedDepositLimitTest()",""
"passed","Fri Oct 24 04:44:31 GMT 2025","Fri Oct 24 04:44:48 GMT 2025","17174","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Fri Oct 24 04:44:31 GMT 2025","Fri Oct 24 04:44:36 GMT 2025","5462","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
