"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 29 08:17:13 GMT 2025","Wed Oct 29 08:17:25 GMT 2025","12642","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Wed Oct 29 08:17:12 GMT 2025","Wed Oct 29 08:17:16 GMT 2025","3541","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Wed Oct 29 08:17:12 GMT 2025","Wed Oct 29 08:17:30 GMT 2025","17665","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
"passed","Wed Oct 29 08:17:05 GMT 2025","Wed Oct 29 08:17:21 GMT 2025","16271","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Wed Oct 29 08:17:18 GMT 2025","Wed Oct 29 08:17:20 GMT 2025","2020","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Wed Oct 29 08:17:15 GMT 2025","Wed Oct 29 08:17:20 GMT 2025","5077","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Wed Oct 29 08:17:16 GMT 2025","Wed Oct 29 08:17:20 GMT 2025","4064","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Wed Oct 29 08:17:00 GMT 2025","Wed Oct 29 08:17:07 GMT 2025","6540","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Wed Oct 29 08:17:13 GMT 2025","Wed Oct 29 08:17:28 GMT 2025","14904","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Wed Oct 29 08:17:09 GMT 2025","Wed Oct 29 08:17:27 GMT 2025","18462","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Wed Oct 29 08:17:14 GMT 2025","Wed Oct 29 08:17:20 GMT 2025","5595","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Wed Oct 29 08:17:06 GMT 2025","Wed Oct 29 08:17:22 GMT 2025","15702","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"passed","Wed Oct 29 08:16:59 GMT 2025","Wed Oct 29 08:17:12 GMT 2025","13524","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Wed Oct 29 08:16:59 GMT 2025","Wed Oct 29 08:17:12 GMT 2025","13273","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Wed Oct 29 08:17:07 GMT 2025","Wed Oct 29 08:17:28 GMT 2025","21368","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
"passed","Wed Oct 29 08:16:59 GMT 2025","Wed Oct 29 08:17:07 GMT 2025","7910","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
"passed","Wed Oct 29 08:17:15 GMT 2025","Wed Oct 29 08:17:20 GMT 2025","5267","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Wed Oct 29 08:16:59 GMT 2025","Wed Oct 29 08:17:05 GMT 2025","6224","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Wed Oct 29 08:16:59 GMT 2025","Wed Oct 29 08:17:15 GMT 2025","16047","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Wed Oct 29 08:17:09 GMT 2025","Wed Oct 29 08:17:15 GMT 2025","5761","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
