"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 08:33:32 GMT 2025","Sun Oct 26 08:33:35 GMT 2025","2341","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:38 GMT 2025","14272","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAmountFieldTest","userCannotDepositMoneyWithBlankAmountFieldTest()",""
"passed","Sun Oct 26 08:33:35 GMT 2025","Sun Oct 26 08:33:50 GMT 2025","15447","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:41 GMT 2025","16811","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:42 GMT 2025","18036","","iteration2.api.DepositMoneyTest","","iteration2.api.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:40 GMT 2025","16096","","iteration2.ui.ChangeNameTest","","iteration2.ui.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Sun Oct 26 08:33:34 GMT 2025","Sun Oct 26 08:33:41 GMT 2025","6520","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Sun Oct 26 08:33:36 GMT 2025","Sun Oct 26 08:33:53 GMT 2025","17099","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyTest","userCannotDepositMoneyTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:37 GMT 2025","13036","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Sun Oct 26 08:33:41 GMT 2025","Sun Oct 26 08:33:46 GMT 2025","5131","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [4] Ak1234.-_@, Kate1998$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots",""
"passed","Sun Oct 26 08:33:36 GMT 2025","Sun Oct 26 08:33:55 GMT 2025","18514","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoreThanTenThousandTest","userCannotTransferMoreThanTenThousandTest()",""
"passed","Sun Oct 26 08:33:38 GMT 2025","Sun Oct 26 08:33:41 GMT 2025","3393","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Sun Oct 26 08:33:40 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","6874","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [1]    , Kate1998$, USER, username, Username cannot be blank",""
"passed","Sun Oct 26 08:33:33 GMT 2025","Sun Oct 26 08:33:49 GMT 2025","15292","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyWithBlankFieldsTest","userCannotTransferMoneyWithBlankFieldsTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:32 GMT 2025","8547","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:44 GMT 2025","19811","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyToNonExistentAccountTest","userCannotTransferMoneyToNonExistentAccountTest()",""
"passed","Sun Oct 26 08:33:42 GMT 2025","Sun Oct 26 08:33:46 GMT 2025","4510","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [5] kate1998, , USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:38 GMT 2025","14544","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:44 GMT 2025","20031","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Sun Oct 26 08:33:44 GMT 2025","Sun Oct 26 08:33:46 GMT 2025","2489","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Sun Oct 26 08:33:44 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","2738","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [7] kate1998, Ab12 3!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Sun Oct 26 08:33:41 GMT 2025","Sun Oct 26 08:33:47 GMT 2025","5753","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Sun Oct 26 08:33:40 GMT 2025","Sun Oct 26 08:33:56 GMT 2025","16319","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
"passed","Sun Oct 26 08:33:24 GMT 2025","Sun Oct 26 08:33:36 GMT 2025","11889","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAccountFieldTest","userCannotDepositMoneyWithBlankAccountFieldTest()",""
"passed","Sun Oct 26 08:33:25 GMT 2025","Sun Oct 26 08:33:34 GMT 2025","9045","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
