"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 24 04:15:04 GMT 2025","Fri Oct 24 04:15:21 GMT 2025","17326","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameTest","userCannotChangeItsNameTest()",""
"passed","Fri Oct 24 04:15:16 GMT 2025","Fri Oct 24 04:15:19 GMT 2025","3224","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:15:06 GMT 2025","Fri Oct 24 04:15:24 GMT 2025","17880","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
"passed","Fri Oct 24 04:15:04 GMT 2025","Fri Oct 24 04:15:23 GMT 2025","19212","","iteration2.ui.DepositMoneyTest","","iteration2.ui.DepositMoneyTest","userCanDepositMoneyEdgeCaseTest","userCanDepositMoneyEdgeCaseTest()",""
"passed","Fri Oct 24 04:14:58 GMT 2025","Fri Oct 24 04:15:07 GMT 2025","8887","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
"passed","Fri Oct 24 04:15:02 GMT 2025","Fri Oct 24 04:15:14 GMT 2025","11819","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Fri Oct 24 04:15:11 GMT 2025","Fri Oct 24 04:15:17 GMT 2025","6043","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [1]    , Kate1998$, USER, username, Username cannot be blank",""
"passed","Fri Oct 24 04:15:14 GMT 2025","Fri Oct 24 04:15:28 GMT 2025","14190","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Fri Oct 24 04:15:08 GMT 2025","Fri Oct 24 04:15:15 GMT 2025","7196","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:11 GMT 2025","13362","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAccountFieldTest","userCannotDepositMoneyWithBlankAccountFieldTest()",""
"passed","Fri Oct 24 04:15:08 GMT 2025","Fri Oct 24 04:15:24 GMT 2025","15937","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyTest","userCannotDepositMoneyTest()",""
"passed","Fri Oct 24 04:15:14 GMT 2025","Fri Oct 24 04:15:26 GMT 2025","12215","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Fri Oct 24 04:15:18 GMT 2025","Fri Oct 24 04:15:19 GMT 2025","1512","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:15:08 GMT 2025","Fri Oct 24 04:15:11 GMT 2025","3585","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Fri Oct 24 04:15:13 GMT 2025","Fri Oct 24 04:15:25 GMT 2025","11993","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:10 GMT 2025","13228","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Fri Oct 24 04:15:04 GMT 2025","Fri Oct 24 04:15:18 GMT 2025","14366","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCannotCreateUserTest","adminCannotCreateUserTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:13 GMT 2025","16087","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Fri Oct 24 04:15:05 GMT 2025","Fri Oct 24 04:15:19 GMT 2025","14225","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyWithBlankFieldsTest","userCannotTransferMoneyWithBlankFieldsTest()",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:12 GMT 2025","14986","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Fri Oct 24 04:15:10 GMT 2025","Fri Oct 24 04:15:13 GMT 2025","2954","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData","adminCanCreateUserWithCorrectData()",""
"passed","Fri Oct 24 04:15:07 GMT 2025","Fri Oct 24 04:15:14 GMT 2025","7113","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Fri Oct 24 04:15:11 GMT 2025","Fri Oct 24 04:15:29 GMT 2025","18627","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoreThanTenThousandTest","userCannotTransferMoreThanTenThousandTest()",""
"passed","Fri Oct 24 04:15:18 GMT 2025","Fri Oct 24 04:15:20 GMT 2025","1521","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:17 GMT 2025","19775","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Fri Oct 24 04:15:15 GMT 2025","Fri Oct 24 04:15:18 GMT 2025","2965","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [5] kate1998, , USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:20 GMT 2025","23585","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyToNonExistentAccountTest","userCannotTransferMoneyToNonExistentAccountTest()",""
"passed","Fri Oct 24 04:15:12 GMT 2025","Fri Oct 24 04:15:18 GMT 2025","5409","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Fri Oct 24 04:14:57 GMT 2025","Fri Oct 24 04:15:03 GMT 2025","6616","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Fri Oct 24 04:15:12 GMT 2025","Fri Oct 24 04:15:30 GMT 2025","17886","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
