"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:45 GMT 2025","6093","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [1]    , Kate1998$, USER, username, Username cannot be blank",""
"passed","Mon Oct 27 12:59:27 GMT 2025","Mon Oct 27 12:59:35 GMT 2025","8542","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [1] -1000",""
"passed","Mon Oct 27 12:59:35 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","3942","","iteration1.api.LoginUserTest","","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","13245","","iteration2.api.ChangeNameTest","","iteration2.api.ChangeNameTest","userCanChangeItsNameTest","userCanChangeItsNameTest()",""
"passed","Mon Oct 27 12:59:43 GMT 2025","Mon Oct 27 12:59:53 GMT 2025","9607","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest","userCanLoginWithCorrectDataTest()",""
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:54 GMT 2025","15446","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoreThanTenThousandTest","userCannotTransferMoreThanTenThousandTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","13252","","iteration2.api.TransferMoneyNegativeTest","","iteration2.api.TransferMoneyNegativeTest","userCannotTransferMoreThanBalance","userCannotTransferMoreThanBalance()",""
"passed","Mon Oct 27 12:59:35 GMT 2025","Mon Oct 27 12:59:43 GMT 2025","7675","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotDepositInvalidAmountTest","userCannotDepositInvalidAmountTest(int) [2] 0",""
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:51 GMT 2025","11762","","iteration1.ui.CreateAccountTest","","iteration1.ui.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:44 GMT 2025","4938","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [2] ab, Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 27 12:59:43 GMT 2025","Mon Oct 27 12:59:46 GMT 2025","3162","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [7] kate1998, Ab12 3!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:42 GMT 2025","16311","","iteration2.api.TransferMoneyTest","","iteration2.api.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:35 GMT 2025","9760","","iteration2.api.DepositMoneyNegativeTest","","iteration2.api.DepositMoneyNegativeTest","userCannotExceedDepositLimitTest","userCannotExceedDepositLimitTest()",""
"passed","Mon Oct 27 12:59:34 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","4952","","iteration1.api.CreateAccountTest","","iteration1.api.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Oct 27 12:59:41 GMT 2025","Mon Oct 27 12:59:44 GMT 2025","2917","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [3] ab123456789Cde-., Kate1998$, USER, username, Username must be between 3 and 15 characters",""
"passed","Mon Oct 27 12:59:36 GMT 2025","Mon Oct 27 12:59:54 GMT 2025","17320","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyEdgeCaseTest","userCanTransferMoneyEdgeCaseTest()",""
"passed","Mon Oct 27 12:59:33 GMT 2025","Mon Oct 27 12:59:45 GMT 2025","12361","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyWithBlankFieldsTest","userCannotTransferMoneyWithBlankFieldsTest()",""
"passed","Mon Oct 27 12:59:35 GMT 2025","Mon Oct 27 12:59:50 GMT 2025","15572","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyTest","userCannotDepositMoneyTest()",""
"passed","Mon Oct 27 12:59:31 GMT 2025","Mon Oct 27 12:59:43 GMT 2025","12278","","iteration2.ui.ChangeNameNegativeTest","","iteration2.ui.ChangeNameNegativeTest","userCannotChangeItsNameToBlankTest","userCannotChangeItsNameToBlankTest()",""
"passed","Mon Oct 27 12:59:44 GMT 2025","Mon Oct 27 12:59:47 GMT 2025","2666","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [10] kate1998, Ab123456!, MODERATOR, role, Role must be either 'ADMIN' or 'USER'",""
"passed","Mon Oct 27 12:59:42 GMT 2025","Mon Oct 27 12:59:45 GMT 2025","2474","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [5] kate1998, , USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 12:59:26 GMT 2025","Mon Oct 27 12:59:39 GMT 2025","12652","","iteration2.ui.DepositMoneyNegativeTest","","iteration2.ui.DepositMoneyNegativeTest","userCannotDepositMoneyWithBlankAccountFieldTest","userCannotDepositMoneyWithBlankAccountFieldTest()",""
"passed","Mon Oct 27 12:59:33 GMT 2025","Mon Oct 27 12:59:46 GMT 2025","13909","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCannotCreateUserTest","adminCannotCreateUserTest()",""
"passed","Mon Oct 27 12:59:40 GMT 2025","Mon Oct 27 12:59:54 GMT 2025","13863","","iteration2.ui.TransferMoneyNegativeTest","","iteration2.ui.TransferMoneyNegativeTest","userCannotTransferMoneyLessThanDepositTest","userCannotTransferMoneyLessThanDepositTest()",""
"passed","Mon Oct 27 12:59:44 GMT 2025","Mon Oct 27 12:59:47 GMT 2025","2721","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [8] kate1998, A123456!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 12:59:39 GMT 2025","Mon Oct 27 12:59:50 GMT 2025","11424","","iteration1.ui.LoginUserTest","","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest","adminCanLoginWithCorrectDataTest()",""
"passed","Mon Oct 27 12:59:43 GMT 2025","Mon Oct 27 12:59:46 GMT 2025","3023","","iteration1.api.CreateUserTest","","iteration1.api.CreateUserTest","adminCannotCreateUserWithInvalidData","adminCannotCreateUserWithInvalidData(String, String, String, String, String) [6] kate1998, Ab1234!, USER, password, Password must contain at least one digit, one lower case, one upper case, one special character, no spaces, and be at least 8 characters long",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:32 GMT 2025","6419","","iteration1.ui.CreateUserTest","","iteration1.ui.CreateUserTest","adminCanCreateUserTest","adminCanCreateUserTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:43 GMT 2025","17350","","iteration2.ui.TransferMoneyTest","","iteration2.ui.TransferMoneyTest","userCanTransferMoneyTest","userCanTransferMoneyTest()",""
"passed","Mon Oct 27 12:59:25 GMT 2025","Mon Oct 27 12:59:42 GMT 2025","16727","","iteration2.api.DepositMoneyTest","","iteration2.api.DepositMoneyTest","userCanDepositMoneyTest","userCanDepositMoneyTest()",""
